char_count,word_count,polarity,subjectivity,exclam_count,caps_count,label
8848.0,1423.0,0.00947565431510386,0.40389163588704885,0.0,275.0,1
3791.0,605.0,0.13062725468975472,0.43256538600288597,0.0,113.0,0
840.0,133.0,0.16944444444444443,0.46759259259259267,0.0,47.0,0
2441.0,384.0,0.03175004008337342,0.4088464005130671,0.0,61.0,0
1268.0,214.0,0.0933922558922559,0.47272727272727266,0.0,43.0,0
3175.0,535.0,0.0836853886853887,0.5004782254782255,0.0,102.0,1
5648.0,926.0,-0.03342469545957919,0.46605481727574744,0.0,196.0,1
2163.0,340.0,-0.032796451914098974,0.22612044817927168,0.0,80.0,0
8496.0,1337.0,-0.03958510487528346,0.3964516014739229,0.0,316.0,1
867.0,143.0,-0.0016666666666666666,0.0,0.0,51.0,0
3376.0,564.0,0.14453647416413373,0.40751519756838905,0.0,96.0,0
1177.0,186.0,0.15744498556998557,0.3101190476190477,1.0,86.0,1
1581.0,252.0,-0.030803571428571448,0.5079052197802197,2.0,66.0,1
1467.0,221.0,0.08095238095238096,0.5392857142857143,0.0,68.0,0
5752.0,1028.0,0.02885990301687979,0.5158530068123092,2.0,176.0,1
5297.0,930.0,-0.019342980962699274,0.5017966775009028,0.0,141.0,1
4563.0,772.0,0.05061216561216562,0.44814047064047074,0.0,119.0,0
6451.0,1004.0,0.07742367281840967,0.39330238474975315,0.0,250.0,0
2722.0,436.0,0.1460054324760207,0.42333821407350813,0.0,87.0,1
1250.0,219.0,0.2166170634920635,0.48085317460317456,0.0,38.0,0
2539.0,424.0,0.09261271249076125,0.36913525498891353,0.0,80.0,0
6913.0,1184.0,0.07452525252525254,0.38501952561327546,0.0,205.0,0
3768.0,629.0,0.0415881283068783,0.42076306216931214,0.0,119.0,0
415.0,66.0,-0.0475,0.27999999999999997,0.0,24.0,0
64.0,13.0,0.5,0.5,0.0,10.0,1
4360.0,696.0,0.06471048513302036,0.3351992295654268,0.0,195.0,0
3107.0,502.0,-0.06964821964821964,0.37305877305877305,0.0,81.0,1
4772.0,756.0,0.004393365472910929,0.42954545454545434,0.0,158.0,0
196.0,28.0,0.09861111111111114,0.6111111111111112,1.0,35.0,1
4053.0,638.0,0.16865182436611012,0.43368274582560296,1.0,140.0,1
904.0,155.0,0.18575036075036072,0.4939033189033189,0.0,31.0,0
2140.0,340.0,0.11344696969696973,0.375,0.0,92.0,0
2742.0,455.0,0.254469696969697,0.4608712121212122,0.0,155.0,0
2435.0,388.0,0.08897058823529412,0.47941176470588226,0.0,100.0,0
3112.0,506.0,0.15315315315315314,0.4193693693693694,0.0,110.0,0
2267.0,372.0,0.17620772946859906,0.47016908212560393,0.0,99.0,0
1826.0,308.0,0.022854203409758966,0.5457524985302764,0.0,68.0,1
354.0,62.0,0.17407407407407408,0.4481481481481482,0.0,20.0,1
1407.0,260.0,0.035669642857142865,0.40354166666666663,1.0,67.0,1
8148.0,1338.0,0.08058615083931539,0.348360640765704,0.0,200.0,0
1877.0,299.0,0.09709595959595958,0.5791666666666667,0.0,75.0,1
2255.0,394.0,0.04274691358024692,0.4395061728395062,1.0,57.0,1
3543.0,607.0,0.06321428571428572,0.4910430839002268,2.0,137.0,1
3393.0,531.0,0.18156179138321993,0.4094671201814059,0.0,142.0,1
6502.0,1038.0,-0.01355759980759981,0.4993494468494468,0.0,172.0,0
1824.0,306.0,0.1768707482993197,0.5400226757369615,0.0,54.0,1
2405.0,392.0,0.19608954451345753,0.6373317805383022,0.0,87.0,1
2148.0,353.0,0.10517506142506143,0.4121723996723997,3.0,79.0,1
478.0,77.0,0.09523809523809523,0.2119047619047619,0.0,31.0,0
1902.0,304.0,0.016666666666666663,0.21666666666666667,0.0,84.0,0
10197.0,1632.0,-0.00876166261440234,0.35153800727430806,1.0,360.0,1
3846.0,631.0,-0.026962676962676967,0.31515444015444016,0.0,136.0,0
1351.0,216.0,0.1260251322751323,0.5262676366843034,0.0,65.0,1
43892.0,7775.0,0.07273654374030306,0.45184722086601725,41.0,1422.0,1
1514.0,256.0,0.08333333333333333,0.3361111111111111,0.0,57.0,1
5518.0,893.0,-0.022107792207792198,0.4497095238095239,0.0,68.0,1
3710.0,588.0,0.04799242424242425,0.4701893939393939,0.0,97.0,0
4957.0,814.0,0.07175058548009369,0.45260538641686177,0.0,126.0,0
2572.0,446.0,0.05960743801652893,0.3634641873278237,0.0,123.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1
1923.0,351.0,0.08674019607843135,0.5380427170868348,0.0,43.0,1
1588.0,253.0,0.035151515151515156,0.5317261904761905,0.0,60.0,0
543.0,91.0,-0.03571428571428571,0.5047619047619047,0.0,25.0,1
4580.0,761.0,0.09247384559884557,0.36301632395382394,0.0,120.0,0
4427.0,685.0,0.02073501615755137,0.3735097453407313,0.0,139.0,1
3174.0,542.0,0.06893646893646894,0.3907920907920908,0.0,99.0,0
2888.0,452.0,-0.03139400921658986,0.42380952380952386,0.0,108.0,0
2380.0,395.0,0.014517543859649129,0.5717298052824368,0.0,88.0,1
6049.0,991.0,0.0385882385361552,0.4128957231040565,2.0,158.0,0
3133.0,506.0,-0.00454545454545455,0.2734848484848485,0.0,113.0,0
1987.0,311.0,-0.03134920634920636,0.2862433862433862,0.0,57.0,0
269.0,53.0,0.5,0.5625,0.0,6.0,1
665.0,97.0,0.0,0.0,1.0,38.0,1
2431.0,394.0,-0.09112103174603176,0.39811507936507934,0.0,69.0,0
4716.0,706.0,0.051122520889962754,0.5287772305214165,5.0,221.0,1
505.0,86.0,-0.0375,0.15694444444444444,0.0,24.0,0
4709.0,785.0,0.012026515151515151,0.5523440882034631,0.0,130.0,0
5193.0,843.0,0.02815175565175565,0.45090668590668576,0.0,151.0,0
2558.0,435.0,0.1277891156462585,0.33914965986394563,0.0,56.0,0
7669.0,1230.0,0.03148733982067316,0.4325059200059201,0.0,272.0,1
2826.0,478.0,0.04704700061842918,0.41134431045145325,0.0,104.0,0
2639.0,428.0,-0.07045454545454546,0.48626262626262623,0.0,97.0,1
1232.0,216.0,0.045386363636363634,0.47792676767676767,1.0,135.0,1
6592.0,1163.0,0.0887969696969697,0.43061331168831174,0.0,164.0,0
3028.0,513.0,0.08571428571428574,0.48301917989417986,3.0,109.0,1
2835.0,474.0,0.11231884057971016,0.4854037267080745,0.0,63.0,0
2367.0,400.0,0.07059948979591836,0.3054421768707483,0.0,85.0,0
2486.0,398.0,0.02390046296296296,0.42500000000000004,5.0,120.0,1
684.0,120.0,0.2633333333333333,0.6525,1.0,15.0,1
3798.0,605.0,0.08473544973544973,0.3650264550264551,0.0,146.0,1
2258.0,363.0,0.0054232804232804185,0.3403439153439153,0.0,109.0,1
4860.0,774.0,0.09943064182194616,0.32239475500345055,0.0,248.0,0
4503.0,744.0,0.10370013696284883,0.4174499229583975,1.0,108.0,0
3095.0,486.0,-0.021514514896867842,0.24757766743060858,0.0,82.0,0
3186.0,526.0,0.05583333333333333,0.47125000000000006,0.0,113.0,1
1549.0,248.0,0.03047889610389611,0.4566558441558441,0.0,157.0,1
2161.0,362.0,-0.04303743131868131,0.3087454212454212,6.0,149.0,1
5002.0,862.0,0.16512755102040813,0.48191528992549404,2.0,130.0,1
1993.0,325.0,-0.005448717948717952,0.25416666666666665,0.0,90.0,0
1315.0,214.0,0.12692307692307692,0.5217948717948718,0.0,51.0,1
